DATE,LATITUDE,LONGITUDE,ELEVATION,VIS,TMP,DEW,SLP,DIR,SPD,HEIGHT_AGL,PRECIP_HOURS,PRECIP
2022-06-24T16:53:00,29.98438,-95.36072,27.5,16093,33.3,20,10146,0,26,22000,1,0
2022-06-24T17:53:00,29.98438,-95.36072,27.5,16093,35,19.4,10140,160,21,22000,1,0
2022-06-24T18:00:00,29.98438,-95.36072,27.5,16000,35,19.4,10140,160,21,22000,0,0
2022-06-24T18:53:00,29.98438,-95.36072,27.5,16093,35,18.9,10134,170,36,22000,1,0
2022-06-24T19:53:00,29.98438,-95.36072,27.5,16093,36.7,18.3,10128,210,26,22000,1,0
2022-06-24T20:53:00,29.98438,-95.36072,27.5,16093,36.7,17.2,10122,150,46,22000,1,0
2022-06-24T21:53:00,29.98438,-95.36072,27.5,16093,35.6,18.9,10117,200,36,22000,1,0
2022-06-24T22:53:00,29.98438,-95.36072,27.5,16093,35.6,21.1,10113,140,67,22000,1,0
2022-06-24T23:53:00,29.98438,-95.36072,27.5,16093,34.4,21.7,10113,130,67,22000,1,0
2022-06-25T00:00:00,29.98438,-95.36072,27.5,16000,34.4,21.7,10113,130,67,22000,0,0
2022-06-25T00:53:00,29.98438,-95.36072,27.5,16093,33.3,20.6,10113,160,57,22000,1,0
2022-06-25T01:53:00,29.98438,-95.36072,27.5,16093,31.7,20.6,10119,170,41,22000,1,0
2022-06-25T02:53:00,29.98438,-95.36072,27.5,16093,30.6,20.6,10129,170,41,22000,1,0
2022-06-25T03:53:00,29.98438,-95.36072,27.5,16093,29.4,21.1,10135,170,36,22000,1,0
2022-06-25T04:53:00,29.98438,-95.36072,27.5,16093,28.3,21.7,10137,200,31,22000,1,0
2022-06-25T05:53:00,29.98438,-95.36072,27.5,16093,27.2,22.2,10141,190,31,22000,1,0
2022-06-25T06:00:00,29.98438,-95.36072,27.5,16000,27.2,22.2,10141,190,31,0,0,0
2022-06-25T06:53:00,29.98438,-95.36072,27.5,16093,26.7,22.8,10139,200,21,22000,1,0
2022-06-25T07:53:00,29.98438,-95.36072,27.5,16093,26.1,22.8,10139,200,21,22000,1,0
2022-06-25T08:53:00,29.98438,-95.36072,27.5,16093,25.6,22.2,10138,200,21,22000,1,0
2022-06-25T09:53:00,29.98438,-95.36072,27.5,16093,25,22.2,10141,0,0,22000,1,0
2022-06-25T10:53:00,29.98438,-95.36072,27.5,16093,23.3,21.7,10147,0,0,22000,1,0
2022-06-25T11:53:00,29.98438,-95.36072,27.5,16093,23.9,22.2,10152,0,0,22000,1,0
2022-06-25T12:00:00,29.98438,-95.36072,27.5,16000,23.9,22.2,10152,0,0,22000,0,0
2022-06-25T12:53:00,29.98438,-95.36072,27.5,16093,26.7,22.8,10158,230,31,22000,1,0
2022-06-25T13:53:00,29.98438,-95.36072,27.5,16093,27.8,22.8,10163,240,36,549,1,0
2022-06-25T14:53:00,29.98438,-95.36072,27.5,16093,30.6,22.2,10165,250,36,22000,1,0
2022-06-25T15:53:00,29.98438,-95.36072,27.5,16093,31.7,21.1,10163,210,51,22000,1,0
2022-06-25T16:53:00,29.98438,-95.36072,27.5,16093,33.3,20,10163,240,26,22000,1,0
2022-06-25T17:53:00,29.98438,-95.36072,27.5,16093,34.4,18.3,10159,0,26,22000,1,0
2022-06-25T18:00:00,29.98438,-95.36072,27.5,16000,34.4,18.3,10159,0,26,22000,0,0
2022-06-25T18:53:00,29.98438,-95.36072,27.5,16093,35.6,17.8,10151,250,21,22000,1,0
2022-06-25T19:53:00,29.98438,-95.36072,27.5,16093,36.7,15.6,10145,170,31,22000,1,0
2022-06-25T20:53:00,29.98438,-95.36072,27.5,16093,36.7,15.6,10137,190,26,22000,1,0
2022-06-25T21:53:00,29.98438,-95.36072,27.5,16093,37.2,13.9,10131,0,31,22000,1,0
2022-06-25T22:53:00,29.98438,-95.36072,27.5,16093,36.7,14.4,10128,200,36,22000,1,0
2022-06-25T23:53:00,29.98438,-95.36072,27.5,16093,35.6,20.6,10130,120,72,22000,1,0
2022-06-26T00:00:00,29.98438,-95.36072,27.5,16000,35.6,20.6,10130,120,72,22000,0,0
2022-06-26T00:53:00,29.98438,-95.36072,27.5,16093,33.9,20,10139,160,57,22000,1,0
2022-06-26T01:53:00,29.98438,-95.36072,27.5,16093,32.2,18.9,10145,170,46,22000,1,0
2022-06-26T02:53:00,29.98438,-95.36072,27.5,16093,31.1,18.9,10153,170,31,22000,1,0
2022-06-26T03:53:00,29.98438,-95.36072,27.5,16093,29.4,20.6,10160,190,26,22000,1,0
2022-06-26T04:53:00,29.98438,-95.36072,27.5,16093,28.3,21.7,10162,210,36,22000,1,0
2022-06-26T05:53:00,29.98438,-95.36072,27.5,16093,27.8,22.2,10164,200,26,22000,1,0
2022-06-26T06:00:00,29.98438,-95.36072,27.5,16000,27.8,22.2,10164,200,26,0,0,0
2022-06-26T06:53:00,29.98438,-95.36072,27.5,16093,27.2,22.2,10167,0,26,22000,1,0
2022-06-26T07:53:00,29.98438,-95.36072,27.5,16093,26.7,22.2,10168,200,15,22000,1,0
2022-06-26T08:53:00,29.98438,-95.36072,27.5,16093,26.7,22.2,10169,0,0,22000,1,0
2022-06-26T09:53:00,29.98438,-95.36072,27.5,16093,26.1,22.8,10168,250,21,22000,1,0
2022-06-26T10:53:00,29.98438,-95.36072,27.5,16093,24.4,22.2,10173,0,15,22000,1,0
2022-06-26T11:53:00,29.98438,-95.36072,27.5,16093,24.4,22.2,10177,250,15,22000,1,0
2022-06-26T12:00:00,29.98438,-95.36072,27.5,16000,24.4,22.2,10177,250,15,22000,0,0
2022-06-26T12:53:00,29.98438,-95.36072,27.5,16093,27.2,22.8,10181,290,26,22000,1,0
2022-06-26T13:53:00,29.98438,-95.36072,27.5,16093,28.9,22.8,10187,240,21,22000,1,0
2022-06-26T14:53:00,29.98438,-95.36072,27.5,16093,30.6,21.7,10185,270,36,22000,1,0
2022-06-26T15:53:00,29.98438,-95.36072,27.5,16093,32.2,19.4,10187,260,26,22000,1,0
2022-06-26T16:53:00,29.98438,-95.36072,27.5,16093,34.4,18.9,10183,0,15,22000,1,0
2022-06-26T17:53:00,29.98438,-95.36072,27.5,16093,35.6,16.7,10178,0,21,22000,1,0
2022-06-26T18:00:00,29.98438,-95.36072,27.5,16000,35.6,16.7,10178,0,21,22000,0,0
2022-06-26T18:53:00,29.98438,-95.36072,27.5,16093,37.2,13.9,10172,0,15,22000,1,0
2022-06-26T19:53:00,29.98438,-95.36072,27.5,16093,37.2,14.4,10165,160,41,22000,1,0
2022-06-26T20:53:00,29.98438,-95.36072,27.5,16093,37.8,15,10158,140,26,22000,1,0
2022-06-26T21:53:00,29.98438,-95.36072,27.5,16093,37.2,15,10152,160,26,22000,1,0
2022-06-26T22:53:00,29.98438,-95.36072,27.5,16093,37.2,15,10148,160,21,7620,1,0
2022-06-26T23:53:00,29.98438,-95.36072,27.5,16093,36.1,16.1,10149,100,26,3353,1,0
2022-06-27T00:00:00,29.98438,-95.36072,27.5,16000,36.1,16.1,10149,100,26,0,0,0
2022-06-27T00:53:00,29.98438,-95.36072,27.5,16093,34.4,18.3,10155,180,26,3048,1,0
2022-06-27T01:53:00,29.98438,-95.36072,27.5,16093,33.3,18.9,10159,180,26,7620,1,0
2022-06-27T02:53:00,29.98438,-95.36072,27.5,16093,31.7,18.9,10163,190,36,22000,1,0
2022-06-27T03:53:00,29.98438,-95.36072,27.5,16093,30.6,19.4,10173,190,26,22000,1,0
2022-06-27T04:53:00,29.98438,-95.36072,27.5,16093,30,19.4,10178,180,21,22000,1,0
2022-06-27T05:53:00,29.98438,-95.36072,27.5,16093,29.4,20,10179,190,21,22000,1,0
2022-06-27T06:00:00,29.98438,-95.36072,27.5,16000,29.4,20,10179,190,21,22000,0,0
2022-06-27T06:53:00,29.98438,-95.36072,27.5,16093,27.2,21.1,10185,100,26,2438,1,0
2022-06-27T07:53:00,29.98438,-95.36072,27.5,16093,26.7,21.1,10182,0,0,22000,1,0
2022-06-27T08:53:00,29.98438,-95.36072,27.5,16093,27.8,21.7,10178,250,21,22000,1,0
2022-06-27T09:53:00,29.98438,-95.36072,27.5,16093,27.8,21.7,10178,250,26,22000,1,0
2022-06-27T10:53:00,29.98438,-95.36072,27.5,16093,27.2,22.8,10179,240,21,4267,1,0
2022-06-27T11:53:00,29.98438,-95.36072,27.5,16093,27.2,22.8,10182,280,21,22000,1,0
2022-06-27T12:00:00,29.98438,-95.36072,27.5,16000,27.2,22.8,10182,280,21,22000,0,0
2022-06-27T12:53:00,29.98438,-95.36072,27.5,16093,28.3,22.2,10189,320,21,22000,1,0
2022-06-27T13:53:00,29.98438,-95.36072,27.5,16093,30.6,21.7,10188,330,15,22000,1,0
2022-06-27T14:53:00,29.98438,-95.36072,27.5,16093,33.3,20.6,10190,0,21,22000,1,0
2022-06-27T15:53:00,29.98438,-95.36072,27.5,16093,34.4,19.4,10188,40,31,22000,1,0
2022-06-27T16:53:00,29.98438,-95.36072,27.5,16093,36.1,18.3,10184,120,26,6706,1,0
2022-06-27T17:53:00,29.98438,-95.36072,27.5,16093,36.1,18.3,10179,120,26,7010,1,0
2022-06-27T18:00:00,29.98438,-95.36072,27.5,16000,36.1,18.3,10179,120,26,0,0,0
2022-06-27T18:53:00,29.98438,-95.36072,27.5,16093,37.2,18.3,10172,140,21,7620,1,0
2022-06-27T19:11:00,29.98438,-95.36072,27.5,16093,35.6,18.3,0,140,21,2134,0,0
2022-06-27T19:29:00,29.98438,-95.36072,27.5,11265,34.4,19.4,0,30,57,1981,1,0
2022-06-27T19:53:00,29.98438,-95.36072,27.5,4828,27.8,22.2,10171,110,82,1829,1,10
2022-06-27T20:02:00,29.98438,-95.36072,27.5,11265,26.1,21.7,0,140,46,3658,1,0
2022-06-27T20:53:00,29.98438,-95.36072,27.5,16093,27.8,23.3,10160,150,15,22000,1,0
2022-06-27T21:09:00,29.98438,-95.36072,27.5,16093,26.7,24.4,0,250,21,5486,0,0
2022-06-27T21:53:00,29.98438,-95.36072,27.5,16093,26.7,25,10159,220,15,5791,1,0
2022-06-27T22:53:00,29.98438,-95.36072,27.5,16093,28.3,22.8,10162,250,21,5791,1,0
2022-06-27T23:53:00,29.98438,-95.36072,27.5,16093,27.8,22.2,10162,260,15,5791,1,0
2022-06-28T00:00:00,29.98438,-95.36072,27.5,16000,27.8,22.2,10162,260,15,0,6,10
2022-06-28T00:53:00,29.98438,-95.36072,27.5,16093,27.8,21.7,10165,280,21,5791,1,0
2022-06-28T01:53:00,29.98438,-95.36072,27.5,16093,26.7,21.1,10168,0,0,5791,1,0
2022-06-28T02:53:00,29.98438,-95.36072,27.5,16093,27.8,21.1,10174,0,0,7620,1,0
2022-06-28T03:53:00,29.98438,-95.36072,27.5,16093,25.6,22.2,10183,270,15,22000,1,0
2022-06-28T04:53:00,29.98438,-95.36072,27.5,16093,26.1,22.2,10188,270,26,3962,1,0
2022-06-28T05:53:00,29.98438,-95.36072,27.5,16093,26.1,22.2,10188,0,0,2286,1,0
2022-06-28T06:00:00,29.98438,-95.36072,27.5,16000,26.1,22.2,10188,0,0,0,0,0
2022-06-28T06:53:00,29.98438,-95.36072,27.5,16093,25,22.2,10180,0,0,7620,1,0
2022-06-28T07:53:00,29.98438,-95.36072,27.5,16093,25.6,22.8,10181,20,15,1463,1,0
2022-06-28T08:53:00,29.98438,-95.36072,27.5,16093,25,22.8,10180,0,0,2134,1,0
2022-06-28T09:53:00,29.98438,-95.36072,27.5,16093,25,22.8,10180,40,21,7620,1,0
2022-06-28T10:53:00,29.98438,-95.36072,27.5,16093,25,22.2,10181,80,41,7620,1,0
2022-06-28T11:53:00,29.98438,-95.36072,27.5,16093,25.6,21.7,10189,20,21,1128,1,0
2022-06-28T12:00:00,29.98438,-95.36072,27.5,16000,25.6,21.7,10189,20,21,0,6,0
2022-06-28T12:53:00,29.98438,-95.36072,27.5,16093,26.1,21.1,10188,60,46,7620,1,0
2022-06-28T13:53:00,29.98438,-95.36072,27.5,16093,27.8,20.6,10193,60,46,22000,1,0
2022-06-28T14:53:00,29.98438,-95.36072,27.5,16093,28.3,20,10195,50,36,7620,1,0
2022-06-28T15:53:00,29.98438,-95.36072,27.5,16093,31.1,20,10195,50,31,7620,1,0
2022-06-28T16:53:00,29.98438,-95.36072,27.5,16093,33.3,20,10193,40,31,7620,1,0
2022-06-28T17:53:00,29.98438,-95.36072,27.5,16093,33.3,20,10188,30,46,7620,1,0
2022-06-28T18:00:00,29.98438,-95.36072,27.5,16000,33.3,20,10188,30,46,0,0,0
2022-06-28T18:53:00,29.98438,-95.36072,27.5,16093,35,19.4,10182,10,51,7620,1,0
2022-06-28T19:53:00,29.98438,-95.36072,27.5,16093,35,18.3,10174,50,62,7620,1,0
2022-06-28T20:53:00,29.98438,-95.36072,27.5,16093,34.4,17.2,10165,40,72,3353,1,0
2022-06-28T21:53:00,29.98438,-95.36072,27.5,16093,36.1,14.4,10157,40,82,7620,1,0
2022-06-28T22:53:00,29.98438,-95.36072,27.5,16093,35,15.6,10156,70,57,7620,1,0
2022-06-28T23:53:00,29.98438,-95.36072,27.5,16093,33.9,13.3,10159,30,57,7620,1,0
2022-06-29T00:00:00,29.98438,-95.36072,27.5,16000,33.9,13.3,10159,30,57,0,0,0
2022-06-29T00:53:00,29.98438,-95.36072,27.5,16093,32.2,12.2,10164,70,51,7620,1,0
2022-06-29T01:53:00,29.98438,-95.36072,27.5,16093,28.9,13.3,10169,70,31,7620,1,0
2022-06-29T02:53:00,29.98438,-95.36072,27.5,16093,28.3,15,10172,110,31,7620,1,0
2022-06-29T03:53:00,29.98438,-95.36072,27.5,16093,26.7,16.1,10177,170,15,22000,1,0
2022-06-29T04:53:00,29.98438,-95.36072,27.5,16093,26.7,19.4,10177,180,15,22000,1,0
2022-06-29T05:53:00,29.98438,-95.36072,27.5,16093,25.6,20,10176,0,0,22000,1,0
2022-06-29T06:00:00,29.98438,-95.36072,27.5,16000,25.6,20,10176,0,0,22000,0,0
2022-06-29T06:53:00,29.98438,-95.36072,27.5,16093,25.6,21.1,10172,250,26,7620,1,0
2022-06-29T07:53:00,29.98438,-95.36072,27.5,16093,26.1,21.1,10170,340,21,7620,1,0
2022-06-29T08:53:00,29.98438,-95.36072,27.5,16093,26.1,20,10172,310,26,7620,1,0
2022-06-29T09:53:00,29.98438,-95.36072,27.5,16093,25.6,18.9,10175,360,15,22000,1,0
2022-06-29T10:53:00,29.98438,-95.36072,27.5,16093,24.4,18.3,10179,20,21,22000,1,0
2022-06-29T11:53:00,29.98438,-95.36072,27.5,16093,24.4,18.9,10182,20,21,7620,1,0
2022-06-29T12:00:00,29.98438,-95.36072,27.5,16000,24.4,18.9,10182,20,21,0,0,0
2022-06-29T12:53:00,29.98438,-95.36072,27.5,16093,26.7,20.6,10190,50,21,7620,1,0
2022-06-29T13:53:00,29.98438,-95.36072,27.5,16093,28.3,20.6,10196,70,51,7620,1,0
2022-06-29T14:53:00,29.98438,-95.36072,27.5,16093,30.6,20.6,10197,100,46,7620,1,0
2022-06-29T15:53:00,29.98438,-95.36072,27.5,16093,32.2,20,10196,70,31,7620,1,0
2022-06-29T16:53:00,29.98438,-95.36072,27.5,16093,33.3,19.4,10190,70,36,7620,1,0
2022-06-29T17:53:00,29.98438,-95.36072,27.5,16093,34.4,18.9,10188,30,36,7620,1,0
2022-06-29T18:00:00,29.98438,-95.36072,27.5,16000,34.4,18.9,10188,30,36,0,0,0
2022-06-29T18:53:00,29.98438,-95.36072,27.5,16093,35.6,18.3,10180,60,26,1829,1,0
2022-06-29T19:53:00,29.98438,-95.36072,27.5,16093,35,17.2,10173,50,57,7620,1,0
2022-06-29T20:53:00,29.98438,-95.36072,27.5,16093,36.1,17.8,10164,30,57,1829,1,0
2022-06-29T21:53:00,29.98438,-95.36072,27.5,16093,35,19.4,10161,120,21,1981,1,0
2022-06-29T22:53:00,29.98438,-95.36072,27.5,16093,33.3,21.7,10160,130,82,1981,1,0
2022-06-29T23:53:00,29.98438,-95.36072,27.5,16093,29.4,22.2,10162,130,51,2286,1,3
2022-06-30T00:00:00,29.98438,-95.36072,27.5,16000,29.4,22.2,10162,130,51,0,6,3
2022-06-30T00:53:00,29.98438,-95.36072,27.5,16093,29.4,22.2,10164,140,51,2591,1,0
2022-06-30T01:53:00,29.98438,-95.36072,27.5,16093,28.9,21.7,10168,130,36,2438,1,0
2022-06-30T02:53:00,29.98438,-95.36072,27.5,16093,27.8,22.8,10177,110,46,2591,1,0
2022-06-30T03:53:00,29.98438,-95.36072,27.5,16093,27.8,22.8,10179,140,46,2896,1,0
2022-06-30T04:53:00,29.98438,-95.36072,27.5,16093,26.7,22.8,10183,110,41,4267,1,0
2022-06-30T05:53:00,29.98438,-95.36072,27.5,16093,25.6,22.2,10180,120,31,22000,1,0
2022-06-30T06:00:00,29.98438,-95.36072,27.5,16000,25.6,22.2,10180,120,31,22000,0,0
2022-06-30T06:53:00,29.98438,-95.36072,27.5,16093,25.6,22.2,10176,120,21,22000,1,0
2022-06-30T07:53:00,29.98438,-95.36072,27.5,16093,24.4,22.2,10172,110,21,22000,1,0
2022-06-30T08:53:00,29.98438,-95.36072,27.5,16093,24.4,22.2,10173,20,26,22000,1,0
2022-06-30T09:53:00,29.98438,-95.36072,27.5,16093,23.9,22.2,10171,20,26,22000,1,0
2022-06-30T10:53:00,29.98438,-95.36072,27.5,16093,23.9,22.2,10167,20,26,7620,1,0
2022-06-30T11:53:00,29.98438,-95.36072,27.5,16093,23.9,22.2,10171,20,26,22000,1,0
2022-06-30T12:00:00,29.98438,-95.36072,27.5,16000,23.9,22.2,10171,20,26,22000,24,3
2022-06-30T12:53:00,29.98438,-95.36072,27.5,16093,24.4,22.2,10177,40,31,22000,1,0
2022-06-30T13:33:00,29.98438,-95.36072,27.5,11265,25,22.8,0,80,41,762,0,0
2022-06-30T13:53:00,29.98438,-95.36072,27.5,11265,24.4,22.8,10181,90,51,244,1,0
2022-06-30T14:27:00,29.98438,-95.36072,27.5,16093,26.1,23.3,0,70,51,914,1,0
2022-06-30T14:53:00,29.98438,-95.36072,27.5,16093,26.1,22.8,10177,50,36,22000,1,0
2022-06-30T15:28:00,29.98438,-95.36072,27.5,16093,25.6,22.8,0,90,46,335,0,0
2022-06-30T15:53:00,29.98438,-95.36072,27.5,16093,25.6,22.8,10174,90,41,7620,1,0
2022-06-30T16:38:00,29.98438,-95.36072,27.5,16093,25.6,22.2,0,100,51,396,0,0
2022-06-30T16:53:00,29.98438,-95.36072,27.5,16093,25.6,22.2,10177,100,51,396,1,0
2022-06-30T17:21:00,29.98438,-95.36072,27.5,16093,26.1,22.2,0,90,57,7620,0,0
2022-06-30T17:53:00,29.98438,-95.36072,27.5,16093,25.6,21.7,10172,90,46,7620,1,0
2022-06-30T18:00:00,29.98438,-95.36072,27.5,16000,25.6,21.7,10172,90,46,0,6,0
2022-06-30T18:16:00,29.98438,-95.36072,27.5,16093,26.1,22.2,0,80,51,457,0,0
2022-06-30T18:53:00,29.98438,-95.36072,27.5,16093,26.1,22.2,10169,110,57,488,1,0
2022-06-30T19:53:00,29.98438,-95.36072,27.5,16093,26.7,21.7,10163,110,62,7315,1,0
2022-06-30T20:18:00,29.98438,-95.36072,27.5,16093,26.7,21.7,0,100,57,549,0,0
2022-06-30T20:53:00,29.98438,-95.36072,27.5,16093,27.2,21.7,10154,80,51,549,1,0
2022-06-30T21:53:00,29.98438,-95.36072,27.5,16093,27.2,21.7,10150,90,62,549,1,0
2022-06-30T22:53:00,29.98438,-95.36072,27.5,16093,27.2,22.2,10147,100,77,610,1,0
2022-06-30T23:13:00,29.98438,-95.36072,27.5,16093,26.7,20.6,0,120,77,7620,0,0
2022-06-30T23:53:00,29.98438,-95.36072,27.5,16093,26.1,20.6,10148,110,62,7620,1,0
2022-07-01T00:00:00,29.98438,-95.36072,27.5,16000,26.1,20.6,10148,110,62,0,0,0
2022-07-01T00:10:00,29.98438,-95.36072,27.5,16093,26.1,21.1,0,110,67,762,0,0
2022-07-01T00:53:00,29.98438,-95.36072,27.5,16093,25.6,21.7,10148,110,51,914,1,0
2022-07-01T01:53:00,29.98438,-95.36072,27.5,16093,25,22.2,10148,110,46,7620,1,0
2022-07-01T02:53:00,29.98438,-95.36072,27.5,16093,25,22.2,10152,120,41,7620,1,0
2022-07-01T03:53:00,29.98438,-95.36072,27.5,16093,24.4,22.8,10154,90,41,1067,1,0
2022-07-01T04:53:00,29.98438,-95.36072,27.5,16093,24.4,22.8,10153,90,41,22000,1,0
2022-07-01T05:53:00,29.98438,-95.36072,27.5,16093,23.9,22.8,10149,100,41,7620,1,0
2022-07-01T06:00:00,29.98438,-95.36072,27.5,16000,23.9,22.8,10149,100,41,0,0,0
2022-07-01T06:53:00,29.98438,-95.36072,27.5,16093,23.9,22.2,10147,80,26,975,1,0
2022-07-01T07:29:00,29.98438,-95.36072,27.5,16093,23.9,22.8,0,50,26,610,0,0
2022-07-01T07:53:00,29.98438,-95.36072,27.5,16093,24.4,22.8,10145,80,26,518,1,0
2022-07-01T08:53:00,29.98438,-95.36072,27.5,16093,24.4,22.8,10139,40,26,579,1,0
2022-07-01T09:42:00,29.98438,-95.36072,27.5,11265,24.4,22.8,0,30,26,457,1,2
2022-07-01T09:51:00,29.98438,-95.36072,27.5,11265,24,23,0,40,21,305,0,0
2022-07-01T09:53:00,29.98438,-95.36072,27.5,11265,24.4,22.8,10136,40,26,305,1,3
2022-07-01T10:17:00,29.98438,-95.36072,27.5,16093,24.4,23.3,0,30,21,518,0,0
2022-07-01T10:39:00,29.98438,-95.36072,27.5,11265,24.4,23.3,0,50,15,457,1,0
2022-07-01T10:53:00,29.98438,-95.36072,27.5,11265,25,23.3,10138,70,21,457,1,0
2022-07-01T11:21:00,29.98438,-95.36072,27.5,11265,24.4,23.3,0,110,36,732,1,2
2022-07-01T11:39:00,29.98438,-95.36072,27.5,16093,24.4,23.3,0,140,46,244,1,2
2022-07-01T11:53:00,29.98438,-95.36072,27.5,16093,24.4,22.8,10139,130,36,244,1,3
2022-07-01T12:00:00,29.98438,-95.36072,27.5,16000,24.4,22.8,10139,130,36,0,6,5
2022-07-01T12:18:00,29.98438,-95.36072,27.5,16093,24.4,22.8,0,130,15,671,0,0
2022-07-01T12:53:00,29.98438,-95.36072,27.5,16093,23.9,22.8,10136,70,21,457,1,0
2022-07-01T13:53:00,29.98438,-95.36072,27.5,11265,24.4,23.3,10142,100,31,305,1,0
2022-07-01T14:10:00,29.98438,-95.36072,27.5,6437,24.4,23.3,0,110,31,244,1,0
2022-07-01T14:53:00,29.98438,-95.36072,27.5,11265,25,23.9,10142,0,21,152,1,0
2022-07-01T15:53:00,29.98438,-95.36072,27.5,11265,25,23.3,10148,50,41,152,1,0
2022-07-01T16:53:00,29.98438,-95.36072,27.5,11265,25.6,23.3,10149,40,31,183,1,0
2022-07-01T17:23:00,29.98438,-95.36072,27.5,11265,25,22.8,0,50,36,213,0,0
2022-07-01T17:53:00,29.98438,-95.36072,27.5,11265,24.4,22.8,10149,70,36,213,1,0
2022-07-01T18:00:00,29.98438,-95.36072,27.5,11000,24.4,22.8,10149,70,36,0,6,0
2022-07-01T18:19:00,29.98438,-95.36072,27.5,16093,25,23.3,0,120,31,5486,0,0
2022-07-01T18:53:00,29.98438,-95.36072,27.5,11265,26.7,23.9,10142,90,21,4877,1,0
2022-07-01T19:53:00,29.98438,-95.36072,27.5,16093,26.7,23.9,10143,140,26,914,1,0
2022-07-01T20:53:00,29.98438,-95.36072,27.5,16093,27.2,23.3,10133,0,15,22000,1,0
2022-07-01T21:53:00,29.98438,-95.36072,27.5,16093,28.9,23.9,10131,0,15,5791,1,0
2022-07-01T22:53:00,29.98438,-95.36072,27.5,16093,28.9,23.9,10122,0,31,7620,1,0
2022-07-01T23:53:00,29.98438,-95.36072,27.5,16093,28.9,23.9,10121,110,41,7620,1,0
2022-07-02T00:00:00,29.98438,-95.36072,27.5,16000,28.9,23.9,10121,110,41,0,0,0
2022-07-02T00:53:00,29.98438,-95.36072,27.5,16093,27.8,23.9,10123,110,41,7620,1,0
2022-07-02T01:53:00,29.98438,-95.36072,27.5,16093,26.7,23.9,10125,110,41,7620,1,0
2022-07-02T02:53:00,29.98438,-95.36072,27.5,16093,26.1,23.9,10129,120,31,7620,1,0
2022-07-02T03:53:00,29.98438,-95.36072,27.5,16093,27.2,23.9,10130,170,41,22000,1,0
2022-07-02T04:53:00,29.98438,-95.36072,27.5,16093,26.7,24.4,10135,180,21,22000,1,0
2022-07-02T05:53:00,29.98438,-95.36072,27.5,11265,26.7,24.4,10137,180,21,22000,1,0
2022-07-02T06:00:00,29.98438,-95.36072,27.5,11000,26.7,24.4,10137,180,21,22000,0,0
2022-07-02T06:53:00,29.98438,-95.36072,27.5,11265,26.7,24.4,10136,160,26,22000,1,0
2022-07-02T07:53:00,29.98438,-95.36072,27.5,11265,26.7,24.4,10135,0,0,7620,1,0
2022-07-02T08:47:00,29.98438,-95.36072,27.5,11265,27,24,0,160,31,1981,1,0
2022-07-02T08:53:00,29.98438,-95.36072,27.5,11265,26.7,23.9,10133,180,31,1981,1,0
2022-07-02T09:15:00,29.98438,-95.36072,27.5,11265,26.1,23.3,0,190,15,1981,0,0
2022-07-02T09:53:00,29.98438,-95.36072,27.5,11265,26.1,23.3,10133,0,0,1829,1,0
2022-07-02T10:53:00,29.98438,-95.36072,27.5,11265,25.6,24.4,10135,190,15,22000,1,0
2022-07-02T11:53:00,29.98438,-95.36072,27.5,16093,25.6,24.4,10140,170,15,22000,1,0
2022-07-02T12:00:00,29.98438,-95.36072,27.5,16000,25.6,24.4,10140,170,15,22000,6,0
2022-07-02T12:53:00,29.98438,-95.36072,27.5,16093,27.2,24.4,10142,190,31,22000,1,0
2022-07-02T13:53:00,29.98438,-95.36072,27.5,16093,28.9,23.9,10147,210,31,22000,1,0
2022-07-02T14:53:00,29.98438,-95.36072,27.5,16093,31.1,22.8,10149,200,36,7620,1,0
2022-07-02T15:53:00,29.98438,-95.36072,27.5,16093,32.2,21.1,10150,230,36,7620,1,0
2022-07-02T16:53:00,29.98438,-95.36072,27.5,16093,33.3,20,10147,220,36,22000,1,0
2022-07-02T17:53:00,29.98438,-95.36072,27.5,16093,33.3,19.4,10141,220,41,7620,1,0
2022-07-02T18:00:00,29.98438,-95.36072,27.5,16000,33.3,19.4,10141,220,41,0,0,0
2022-07-02T18:53:00,29.98438,-95.36072,27.5,16093,35,20,10135,170,46,7620,1,0
2022-07-02T19:53:00,29.98438,-95.36072,27.5,16093,32.8,20.6,10134,200,31,7620,1,0
2022-07-02T20:53:00,29.98438,-95.36072,27.5,16093,33.3,20.6,10129,200,41,7620,1,0
2022-07-02T21:53:00,29.98438,-95.36072,27.5,16093,34.4,21.1,10125,160,46,22000,1,0
2022-07-02T22:53:00,29.98438,-95.36072,27.5,16093,33.3,21.7,10120,160,57,22000,1,0
2022-07-02T23:53:00,29.98438,-95.36072,27.5,16093,32.8,23.3,10118,150,77,22000,1,0
2022-07-03T00:00:00,29.98438,-95.36072,27.5,16000,32.8,23.3,10118,150,77,22000,0,0
2022-07-03T00:53:00,29.98438,-95.36072,27.5,16093,31.7,23.3,10120,160,62,22000,1,0
2022-07-03T01:53:00,29.98438,-95.36072,27.5,16093,30.6,23.9,10125,160,41,22000,1,0
2022-07-03T02:53:00,29.98438,-95.36072,27.5,16093,29.4,23.9,10131,170,67,22000,1,0
2022-07-03T03:53:00,29.98438,-95.36072,27.5,16093,28.9,23.9,10140,170,41,22000,1,0
2022-07-03T04:53:00,29.98438,-95.36072,27.5,16093,28.3,23.9,10148,180,31,22000,1,0
2022-07-03T05:53:00,29.98438,-95.36072,27.5,16093,27.8,23.9,10150,190,31,22000,1,0
